City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,rundu,-17.9333,19.7667,59.11,28,1,7.16,NA,1717872432
286,rocha,-34.4833,-54.3333,69.89,85,100,9.66,UY,1717872432
287,greenland,43.0362,-70.8328,75.24,76,75,9.22,US,1717872432
288,klyuchi,52.2667,79.1667,64.04,79,6,4.81,RU,1717872432
289,shalqar,47.8333,59.6,79.66,35,23,11.43,KZ,1717872432
290,ad douiem,14.0012,32.3116,90.7,39,100,17.2,SD,1717872432
291,sinabang,2.4803,96.3801,79.05,84,92,4.68,ID,1717872433
292,ippy,6.2679,21.2247,71.94,84,100,2.51,CF,1717872433
293,ushirombo,-3.4919,31.9639,68.22,45,10,3.76,TZ,1717872433
294,north bend,43.4065,-124.2243,73.24,77,0,13.8,US,1717872433
295,vyaz'ma,55.2104,34.2951,51.15,98,20,5.97,RU,1717872433
296,nyurba,63.2842,118.3319,50.47,96,82,4.05,RU,1717872433
297,nemuro,43.3236,145.575,49.78,96,100,11.3,JP,1717872433
298,barberton,-25.7884,31.0532,55.45,64,100,2.3,ZA,1717872433
299,luganville,-15.5333,167.1667,77.07,84,99,10.0,VU,1717872433
300,barah,13.7,30.3667,86.18,47,100,10.85,SD,1717872433
301,vorgashor,67.5833,63.95,29.8,93,100,6.02,RU,1717872433
302,arteche,12.2645,125.4048,78.78,90,100,4.85,PH,1717872433
303,nuku'alofa,-21.1333,-175.2,70.14,73,40,8.05,TO,1717872433
304,kailua-kona,19.6406,-155.9956,80.56,83,0,11.5,US,1717872433
305,san antonio de pale,-1.4014,5.6325,76.86,79,7,7.78,GQ,1717872433
306,amphoe sikhiu,14.8994,101.7083,78.84,73,87,11.05,TH,1717872433
307,boda,4.3189,17.4695,72.23,91,100,3.2,CF,1717872433
308,betio village,1.358,172.9211,77.04,76,78,10.96,KI,1717872433
309,takahashi,34.7833,133.6167,68.18,93,100,10.67,JP,1717872433
310,nicoya,10.1483,-85.452,83.7,80,100,3.31,CR,1717872433
311,kirakira,-10.4544,161.9205,80.73,89,100,10.54,SB,1717872433
312,puerto quijarro,-17.7833,-57.7667,96.49,21,62,7.0,BO,1717872433
313,nagamangala,12.8156,76.7575,71.04,88,100,12.37,IN,1717872433
314,codrington,-38.2667,141.9667,53.82,69,100,10.29,AU,1717872433
315,college,64.8569,-147.8028,74.07,33,75,14.97,US,1717872434
316,nadi,-17.8,177.4167,75.2,73,75,12.66,FJ,1717872434
317,itabira,-19.6192,-43.2269,75.78,47,41,3.56,BR,1717872434
318,ahar,38.4774,47.0699,63.32,81,100,4.74,IR,1717872434
319,ixtapa,20.7,-105.2,83.43,70,75,9.22,MX,1717872434
320,tura,25.5198,90.2201,75.83,95,0,6.02,IN,1717872434
321,ust'-charyshskaya pristan',52.3934,83.6635,60.84,95,25,12.93,RU,1717872434
322,trevelin,-43.0858,-71.4639,44.08,92,100,0.38,AR,1717872434
323,leh,34.1667,77.5833,41.68,50,2,4.7,IN,1717872313
324,atherton,53.5237,-2.4935,58.21,67,5,8.01,GB,1717872434
325,farasan,16.7022,42.1183,89.69,65,0,5.55,SA,1717872434
326,sandnessjoen,66.0217,12.6316,63.12,68,73,11.88,NO,1717872434
327,fuyu,45.1833,124.8167,57.27,84,87,5.66,CN,1717872434
328,mount pearl,47.5166,-52.7813,63.32,74,40,14.97,CA,1717872434
329,aldinga beach,-35.2793,138.4604,53.67,84,69,10.71,AU,1717872434
330,klaksvik,62.2266,-6.589,45.52,76,95,20.62,FO,1717872434
331,alaghsas,17.0187,8.0168,102.09,24,96,11.5,NE,1717872434
332,mairang,25.5667,91.6333,62.67,83,3,5.57,IN,1717872434
333,wucheng,29.6008,118.175,71.42,87,100,3.0,CN,1717872434
334,tukrah,32.5341,20.5791,74.05,76,0,8.05,LY,1717872434
335,alesund,62.4723,6.1549,52.72,84,75,6.91,NO,1717872435
336,susuman,62.7833,148.1667,33.98,77,100,8.01,RU,1717872435
337,saint albans,51.75,-0.3333,64.17,44,5,13.8,GB,1717872378
338,shixing,24.9482,114.0657,75.36,98,100,1.34,CN,1717872435
339,lahij,13.1667,44.5833,91.94,37,13,4.65,YE,1717872435
340,turpan,42.9333,89.1667,90.0,16,100,1.99,CN,1717872435
341,saint-pierre,-21.3393,55.4781,71.28,73,0,5.75,RE,1717872435
342,mingora,34.7758,72.3625,71.82,41,0,5.86,PK,1717872435
343,peace river,56.2501,-117.286,46.71,81,100,11.5,CA,1717872435
344,mandla,22.6,80.3833,83.07,60,100,12.15,IN,1717872435
345,tosontsengel,48.7567,98.2839,48.7,63,0,1.48,MN,1717872435
346,eno,62.8051,30.1542,53.89,80,100,5.82,FI,1717872435
347,korla,41.7597,86.1469,76.68,28,26,4.43,CN,1717872435
348,monywa,22.1167,95.1333,88.41,60,98,10.4,MM,1717872435
349,kapuskasing,49.4169,-82.4331,62.69,55,75,16.11,CA,1717872156
350,shimoda,34.6667,138.95,62.1,83,100,3.6,JP,1717872435
351,tonghua,41.7201,125.9219,50.94,99,66,3.2,CN,1717872435
352,hadibu,12.65,54.0333,83.53,78,76,15.32,YE,1717872435
353,kingori,-3.2833,36.9833,65.44,69,93,4.03,TZ,1717872435
354,las heras,-46.5419,-68.9359,41.22,79,100,15.84,AR,1717872435
355,tallbisah,34.8406,36.7309,85.68,27,2,5.41,SY,1717872435
356,christchurch,-43.5333,172.6333,49.91,92,100,5.75,NZ,1717872408
357,tarui,35.3667,136.5333,70.86,100,100,4.16,JP,1717872435
358,happy valley-goose bay,53.3168,-60.3315,73.71,49,20,8.05,CA,1717872310
359,holualoa,19.6228,-155.9522,76.84,84,0,11.5,US,1717872309
360,san pedro pochutla,15.7333,-96.4667,80.31,52,100,8.68,MX,1717872436
361,mount gambier,-37.8333,140.7667,46.26,88,36,4.41,AU,1717872436
362,ust'-kut,56.7938,105.7672,46.44,22,91,5.01,RU,1717872436
363,antsiranana,-12.2787,49.2917,70.77,85,0,7.78,MG,1717872436
364,villa gesell,-37.2639,-56.973,62.38,90,100,9.91,AR,1717872436
365,puerto armuelles,8.2833,-82.8667,89.58,72,96,4.0,PA,1717872405
366,usinsk,65.9939,57.5281,37.08,85,3,10.94,RU,1717872436
367,aromashevo,56.8602,68.6375,50.99,90,17,2.95,RU,1717872436
368,carolina,18.3808,-65.9574,94.86,59,75,12.66,PR,1717872174
369,knyaze-volkonskoye,48.4642,135.4567,54.0,98,100,7.0,RU,1717872436
370,bikin,46.8161,134.26,58.17,98,100,3.02,RU,1717872436
371,neustadt am rubenberge,52.5046,9.4587,64.69,69,75,18.01,DE,1717872436
372,taungoo,18.9333,96.4333,76.24,92,89,3.47,MM,1717872436
373,pokhara,28.2333,83.9833,74.95,41,0,7.65,NP,1717872436
374,nanao,37.05,136.9667,69.33,89,100,2.44,JP,1717872436
375,derzhavinsk,51.1,66.3167,67.87,72,57,8.66,KZ,1717872436
376,fort bragg,35.139,-79.006,90.82,32,0,4.61,US,1717872436
377,yuzhno-kurilsk,44.0306,145.8556,52.38,98,100,8.5,RU,1717872436
378,steamboat springs,40.485,-106.8317,76.33,45,40,6.91,US,1717872280
379,murudeshwara,14.0943,74.4845,79.16,87,100,8.41,IN,1717872273
380,isangel,-19.55,169.2667,75.31,83,75,5.75,VU,1717872436
381,libenge,3.65,18.6333,75.43,89,100,3.58,CD,1717872436
382,nakasongola,1.3089,32.4564,71.65,63,98,4.32,UG,1717872436
383,gbarnga,6.9956,-9.4722,74.61,99,94,3.71,LR,1717872316
384,saudarkrokur,65.7461,-19.6394,37.42,96,71,7.38,IS,1717872437
385,luba,3.4568,8.5547,80.49,90,93,12.21,GQ,1717872437
386,lospalos,-8.5186,127.0025,67.19,94,43,6.85,TL,1717872437
387,chegdomyn,51.1167,133.0167,49.17,96,100,4.25,RU,1717872437
388,chibougamau,49.9168,-74.3659,65.82,63,100,6.91,CA,1717872437
389,puerto madryn,-42.7692,-65.0385,60.31,56,100,7.11,AR,1717872231
390,port augusta,-32.5,137.7667,47.8,69,50,3.09,AU,1717872437
391,limanowa,49.7059,20.422,65.5,91,100,2.46,PL,1717872437
392,sanctuary point,-35.1114,150.629,56.75,84,34,5.19,AU,1717872437
393,pacific,38.482,-90.7415,86.09,71,100,6.98,US,1717872437
394,waynesboro,38.0685,-78.8895,82.89,45,0,6.91,US,1717872437
395,abaete,-19.16,-45.4458,82.49,35,0,3.91,BR,1717872437
396,san patricio,28.017,-97.5169,96.17,40,5,15.79,US,1717872437
397,port macquarie,-31.4333,152.9167,48.88,79,0,5.93,AU,1717872428
398,rio claro,-22.4114,-47.5614,80.46,36,4,1.14,BR,1717872437
399,zadar,44.1197,15.2422,77.61,69,0,1.14,HR,1717872437
400,sangaria,29.8,74.45,91.33,30,2,6.35,IN,1717872437
401,bryne,58.7354,5.6477,50.99,87,75,20.71,NO,1717872437
402,suva,-18.1416,178.4415,74.68,94,75,8.05,FJ,1717872437
403,mount isa,-20.7333,139.5,46.17,81,0,3.44,AU,1717872437
404,beyneu,45.3167,55.2,79.07,41,0,11.9,KZ,1717872437
405,arkhangel'sk,64.5401,40.5433,54.12,100,100,2.24,RU,1717872341
406,new plymouth,-39.0667,174.0833,58.8,100,99,9.84,NZ,1717872437
407,fang,19.9169,99.2145,73.63,98,100,1.39,TH,1717872437
408,mbandaka,0.0487,18.2603,78.98,73,91,4.18,CD,1717872438
409,vanadzor,40.8046,44.4939,58.41,95,100,2.37,AM,1717872438
410,novodvinsk,64.4165,40.8122,53.78,95,100,4.41,RU,1717872438
411,mendi,-6.1761,143.6513,57.61,98,78,1.36,PG,1717872438
412,mukalla,14.5425,49.1242,89.91,64,0,3.04,YE,1717872220
413,tofol,5.3248,163.0078,83.46,79,97,12.55,FM,1717872438
414,richards bay,-28.783,32.0377,64.47,51,86,3.62,ZA,1717872438
415,callao,-12.0667,-77.15,75.72,77,75,11.5,PE,1717872371
416,hobyo,5.3505,48.5268,80.87,79,100,26.19,SO,1717872438
417,vila velha,-20.3297,-40.2925,78.75,69,40,5.75,BR,1717872308
418,brookings,44.3114,-96.7984,73.45,44,0,14.97,US,1717872375
419,champerico,14.3,-91.9167,79.72,87,100,8.93,GT,1717872438
420,ghazni,33.5536,68.4269,63.52,39,100,6.51,AF,1717872438
421,ancud,-41.8697,-73.8203,54.5,92,100,15.08,CL,1717872438
422,ladario,-19.0047,-57.6017,96.89,33,6,10.36,BR,1717872219
423,melito di porto salvo,37.9222,15.7714,79.36,60,0,4.61,IT,1717872438
424,newman,37.3138,-121.0208,83.23,23,100,0.38,US,1717872438
425,pariaman,-0.619,100.12,80.65,87,100,3.47,ID,1717872438
426,suwayr,30.1171,40.3893,97.74,14,0,9.89,SA,1717872438
427,samarinda,-0.5,117.15,74.12,99,99,1.74,ID,1717872438
428,nova vicosa,-17.8919,-39.3719,76.01,80,7,9.08,BR,1717872438
429,broome,42.2506,-75.833,73.69,64,100,14.97,US,1717872438
430,namibe,-15.1961,12.1522,68.04,76,0,1.61,AO,1717872438
431,mili,6.0815,171.735,83.23,77,98,11.92,MH,1717872438
432,bodo,67.28,14.405,59.77,59,40,4.61,NO,1717872305
433,port de pollenca,39.9075,3.0814,78.28,76,100,4.99,ES,1717872430
434,laojunmiao,39.8333,97.7333,65.3,24,100,4.54,CN,1717872438
435,xilin hot,43.9667,116.0333,55.08,38,4,1.57,CN,1717872438
436,terra santa,-2.1042,-56.4869,86.32,68,95,5.77,BR,1717872438
437,kupang,-10.1667,123.5833,77.58,94,0,4.61,ID,1717872301
438,noshiro,40.2039,140.0242,62.65,80,100,4.83,JP,1717872439
439,battle ground,45.7809,-122.5334,75.7,56,100,3.0,US,1717872439
440,sitka,57.0531,-135.33,69.69,28,40,9.22,US,1717872439
441,saint-philippe,-21.3585,55.7679,71.19,86,88,6.98,RE,1717872439
442,key west,24.5557,-81.7826,87.8,66,40,9.22,US,1717872417
443,anta,25.15,76.3,94.64,33,6,5.75,IN,1717872439
444,al ghayzah,16.2079,52.176,86.11,79,2,11.65,YE,1717872439
445,dryden,49.7833,-92.7503,66.49,45,75,6.91,CA,1717872439
446,alofi,-19.0595,-169.9187,69.69,73,20,9.22,NU,1717872439
447,kuta,-8.7233,115.1723,78.75,100,40,5.01,ID,1717872439
448,antonio enes,-16.2325,39.9086,75.15,80,0,12.91,MZ,1717872439
449,kerikeri,-35.2268,173.9474,61.92,94,100,11.01,NZ,1717872439
450,reyes,-14.3167,-67.3833,92.79,30,10,2.86,BO,1717872439
451,guajara mirim,-10.7828,-65.3394,91.56,46,75,4.61,BR,1717872439
452,gazipasa,36.2694,32.3179,82.49,54,20,4.61,TR,1717872439
453,marseillan,43.3562,3.528,73.96,77,0,10.36,FR,1717872439
454,westport,41.1415,-73.3579,80.15,46,20,17.27,US,1717872439
455,whakatane,-37.9585,176.9854,52.77,93,100,1.01,NZ,1717872439
456,keren,15.7778,38.4581,84.43,17,3,6.91,ER,1717872439
457,kodinsk,58.6881,99.1844,53.44,58,100,5.75,RU,1717872439
458,kalabo,-14.97,22.6814,66.24,30,2,6.44,ZM,1717872439
459,santa rosa de viterbo,-21.4728,-47.3631,84.02,25,5,3.91,BR,1717872142
460,dabakala,8.3667,-4.4333,83.41,62,8,6.35,CI,1717872439
461,fortaleza,-3.7227,-38.5247,87.93,66,20,14.97,BR,1717872300
462,bardai,11.65,7.2333,83.95,54,100,6.51,NG,1717872439
463,greater sudbury,46.49,-80.99,67.05,57,100,10.0,CA,1717872182
464,pacific pines,-27.9382,153.3093,54.37,89,2,1.99,AU,1717872440
465,vicuna,-30.0319,-70.7081,55.13,64,100,8.39,CL,1717872236
466,mil'kovo,55.6078,37.7956,68.4,50,100,3.53,RU,1717872440
467,daru,-9.0763,143.2092,77.85,87,98,16.44,PG,1717872440
468,sant antoni de portmany,38.9807,1.3036,73.38,76,75,13.8,ES,1717872440
469,ust'-uda,54.1742,103.0304,51.22,95,99,1.07,RU,1717872440
470,kyshtovka,56.555,76.6271,48.34,97,19,5.99,RU,1717872440
471,az zawr,29.4425,48.2747,96.03,74,0,12.28,KW,1717872440
472,ad dawadimi,24.5077,44.3924,96.15,9,3,10.4,SA,1717872440
473,gadzhiyevo,69.2551,33.3362,40.1,86,100,16.06,RU,1717872440
474,ko pha ngan,9.7578,100.0291,79.54,74,100,21.16,TH,1717872440
475,villa de soto,-30.8552,-64.9995,77.4,43,100,19.42,AR,1717872440
476,carutapera,-1.195,-46.02,80.78,84,49,8.84,BR,1717872440
477,oude pekela,53.1042,7.0097,55.98,85,100,8.88,NL,1717872440
478,old town,50.087,14.4202,76.15,54,0,6.91,CZ,1717872440
479,omdurman,15.6445,32.4777,100.35,23,100,11.03,SD,1717872304
480,kralendijk,12.15,-68.2667,89.58,66,75,23.02,BQ,1717872440
481,auki,-8.7676,160.7034,77.18,91,100,1.48,SB,1717872440
482,damavand,35.7178,52.065,67.06,24,0,4.12,IR,1717872440
483,podujeva,42.9106,21.1931,72.39,80,100,0.54,XK,1717872440
484,altay,47.8667,88.1167,61.09,47,100,6.91,CN,1717872440
485,kingston,17.997,-76.7936,88.75,74,20,21.85,JM,1717872257
486,saldanha,-33.0117,17.9442,53.65,76,96,11.36,ZA,1717872440
487,puerto baquerizo moreno,-0.9,-89.6,79.79,69,75,14.97,EC,1717872440
488,kavaratti,10.5669,72.642,81.27,87,100,12.97,IN,1717872440
489,gizo,-8.103,156.8419,81.86,80,100,4.63,SB,1717872441
490,beau vallon,-20.4189,57.6953,75.43,83,40,11.5,MU,1717872441
491,santiago de cao,-7.9589,-79.2392,68.13,77,75,12.66,PE,1717872441
492,miyaly,48.8844,53.7836,72.1,61,67,12.8,KZ,1717872441
493,merizo village,13.2658,144.6691,82.13,90,98,9.73,GU,1717872441
494,ts'khinvali,42.2276,43.9686,61.11,79,100,3.49,GE,1717872441
495,sarakhs,36.5449,61.1577,89.06,16,5,7.0,IR,1717872441
496,riyadh,24.6877,46.7219,102.34,9,0,12.17,SA,1717872142
497,carbonear,47.7332,-53.2148,64.6,88,60,3.2,CA,1717872441
498,nizhniy kuranakh,58.8353,125.4869,50.09,79,90,4.43,RU,1717872441
499,shchigry,51.8755,36.9043,60.62,89,100,5.88,RU,1717872441
500,kiruna,67.8557,20.2251,49.12,81,54,5.75,SE,1717872441
501,lysekil,58.2743,11.4358,50.11,84,100,3.0,SE,1717872441
502,quellon,-43.1167,-73.6167,53.28,91,100,23.02,CL,1717872382
503,salinopolis,-0.6136,-47.3561,83.8,73,99,12.03,BR,1717872441
504,greymouth,-42.4667,171.2,48.79,95,100,6.71,NZ,1717872441
505,tottori,35.5,134.2333,66.15,85,100,15.23,JP,1717872441
506,queenstown,-31.8976,26.8753,46.87,66,6,1.97,ZA,1717872441
507,salamanca,40.8333,-6.0,67.95,51,100,9.35,ES,1717872441
508,xiongzhou,25.1167,114.3,74.95,98,99,0.92,CN,1717872441
509,vilyuysk,63.7553,121.6247,54.0,60,3,4.0,RU,1717872441
510,smithers,54.7804,-127.1743,70.12,26,20,10.36,CA,1717872441
511,tynda,55.1667,124.7167,48.81,73,38,2.37,RU,1717872441
512,wewak,-3.5534,143.6268,79.23,86,22,3.8,PG,1717872441
513,gargalianoi,37.0667,21.6333,76.35,80,8,5.28,GR,1717872441
514,willard,41.0531,-82.7263,79.84,40,1,12.57,US,1717872441
515,cabeza del buey,38.7223,-5.2195,69.46,46,23,13.29,ES,1717872442
516,fes al bali,34.0701,-4.9547,77.13,49,40,12.66,MA,1717872442
517,batac city,18.0554,120.5649,80.38,94,75,4.61,PH,1717872442
518,viedma,-40.8135,-62.9967,65.28,67,100,6.04,AR,1717872425
519,rongelap,11.1635,166.8941,82.92,82,18,16.49,MH,1717872442
520,acarau,-2.8856,-40.12,82.11,81,4,10.98,BR,1717872442
521,atlantic city,39.3643,-74.4229,82.58,39,0,12.66,US,1717872203
522,muntok,-2.0667,105.1833,79.43,86,99,5.44,ID,1717872442
523,port blair,11.6667,92.75,78.84,94,40,1.14,IN,1717872442
524,yei,4.095,30.6779,68.68,95,56,3.29,SS,1717872442
525,priozersk,61.0393,30.1291,54.09,90,100,5.17,RU,1717872442
526,ust'-barguzin,53.45,108.9833,49.1,66,100,1.32,RU,1717872442
527,portland,45.5234,-122.6762,76.91,49,75,8.05,US,1717872221
528,shakhun'ya,57.6758,46.6114,57.47,93,13,3.78,RU,1717872442
529,tommot,58.9564,126.2925,50.61,81,43,3.09,RU,1717872442
530,sept-iles,50.2001,-66.3821,66.72,64,20,19.57,CA,1717872442
531,misantla,19.9333,-96.8333,98.35,34,40,9.84,MX,1717872442
532,inirida,3.8653,-67.9239,77.67,95,97,4.03,CO,1717872442
533,parham,17.0968,-61.7705,89.04,61,40,11.5,AG,1717872442
534,katsuura,35.1333,140.3,68.31,77,13,7.16,JP,1717872442
535,taltal,-25.4,-70.4833,61.83,76,87,6.44,CL,1717872442
536,la'ie,21.6477,-157.9253,82.36,76,3,8.99,US,1717872442
537,kamloops,50.6665,-120.3192,71.74,26,20,5.75,CA,1717872296
538,linden,6.0,-58.3,87.17,63,63,3.29,GY,1717872204
539,bel ombre,-4.6167,55.4167,82.24,74,20,4.61,SC,1717872442
540,bokovskaya,49.229,41.8306,67.15,67,27,5.53,RU,1717872442
541,nelson,-41.2833,173.2833,49.28,90,100,0.96,NZ,1717872443
542,nayoro,44.3506,142.4578,57.47,98,100,2.28,JP,1717872443
543,griffith,41.5284,-87.4237,79.29,61,100,10.36,US,1717872443
544,sibsagar,26.9833,94.6333,78.94,83,58,3.74,IN,1717872443
545,bloomfield,40.8068,-74.1854,80.42,45,75,16.11,US,1717872443
546,khambhat,22.3,72.6167,90.52,60,5,8.16,IN,1717872443
547,hegang,47.4,130.3667,52.65,95,90,2.89,CN,1717872443
548,bol,13.4586,14.7147,85.8,62,12,6.35,TD,1717872443
549,geraldton,-28.7667,114.6,72.01,88,40,19.57,AU,1717872443
550,berezovyy,51.6667,135.7,45.97,98,100,1.01,RU,1717872443
551,vicosa,-20.7539,-42.8819,74.62,59,24,4.25,BR,1717872443
552,castillos,-34.1667,-53.8333,68.23,86,100,6.11,UY,1717872443
553,nabire,-3.3667,135.4833,76.28,95,62,3.0,ID,1717872443
554,san luis de la loma,17.2706,-100.8939,88.57,55,100,10.69,MX,1717872443
555,curillo,1.0333,-75.9191,76.93,83,94,2.82,CO,1717872443
556,dwarka,22.2394,68.9678,84.11,81,3,14.03,IN,1717872443
557,dhromolaxia,34.8755,33.5868,89.26,27,0,9.22,CY,1717872443
558,caleta de carquin,-11.0925,-77.6267,70.23,71,7,10.6,PE,1717872443
559,srandakan,-7.9386,110.2506,76.78,92,88,6.62,ID,1717872443
560,qianzhou,28.3167,109.7167,64.11,98,100,3.13,CN,1717872443
561,dzhalagash,45.0833,64.6667,82.85,23,10,3.78,KZ,1717872443
562,labrador city,52.9463,-66.9114,80.51,29,75,6.91,CA,1717872443
563,kikwit,-5.041,18.8162,83.14,37,78,3.56,CD,1717872444
564,kedrovyy,56.1667,91.8167,59.41,97,78,5.59,RU,1717872444
565,ta`u,-14.2336,-169.5144,79.84,74,100,24.36,AS,1717872444
566,nebbi,2.4783,31.0889,71.74,75,86,2.93,UG,1717872444
567,kemijarvi,66.7131,27.4306,55.58,63,38,2.89,FI,1717872444
568,sola,-13.8833,167.55,79.25,79,100,20.04,VU,1717872444
569,sainte-anne-des-monts,49.124,-66.4924,55.27,88,95,5.75,CA,1717872444
570,khovd,48.0056,91.6419,66.07,32,7,9.1,MN,1717872444
571,lugu,23.7464,120.7525,76.23,97,52,0.87,TW,1717872444
572,bulungu,-4.55,18.6,84.43,40,98,1.81,CD,1717872444
